20,8735024
1649,103448
2315,1505361
2681,61821
03,12431140
2672,51199
2100,35708170
862,1083430
2205,1220658
784,293386
474,397556
1062,1174737
2737,217752
1113,0
1679,63941
1412,28629
1417,1828922
950,227923
637,195469
816,61303
1763,0
282,15780
2855,424578
350,544393
1216,87421
1754,46983
1224,35716
2482,45895
2135,4631026
2815,18919654
1538,360907
2980,73373
2300,200908
1503,1861478
478,1255320
248,4942
1532,97167
2870,3866432
2824,87258
2439,157540
296,278358
2346,1221258
723,172566
1621,200626
1575,74859
54,0
2668,0
129,6224462
1359,107152747
613,6050539
253,65372
2636,179566
2033,1314811
1707,53524
1716,270493
545,2205615
2764,1152652
735,3481545
2151,5539423
550,899935
208,1670831
869,1222476
1462,0
2079,244092
1444,40373
1775,58072
99,214347
1246,38823
627,390377
2821,1494527
1188,444439
2848,6149569
200,7991
776,0
2964,3173
1955,20055
2906,105382
2012,20883
2741,46041
687,31815
405,803181
2809,22071
15,450965
1533,577562
2128,10246564
2002,1366638
1372,556159
698,87713
841,8258
2967,38547
2280,2145974
966,864725
1189,451741
1584,93044
833,19988
2440,8884
929,39735
865,1220658
2552,28756
1758,129548
2962,94075
2195,20413
2589,322370
781,0
760,47519554
2279,0
1185,445868
1411,4483
2724,1217557
1065,125262
1238,1057957
1825,1226440
108,288952
1335,60092
1109,1222031
1295,23101
196,16291
2577,319611
484,155299
2026,57033
489,184687
231,1383022
220,0
1370,957970
528,81368381
916,2222199
1709,663446
999,17878810
2331,47745
1551,3047597
167,65559
2216,255256
1419,68534
1489,294020
2052,11175
221,34146
1574,40387
2527,182013
2551,3537027
2910,17883
40,27697
1468,49243
386,178821
2878,15380
2152,187954
853,1259014
2643,207712
1215,5259682
2215,526437
416,10989620
2457,85993
1755,100121
2716,58553176
1116,42338
731,4314053
91,2411442
2172,336273
591,18313
2708,27619
2794,97203
872,1220444
1380,65626994
932,986358
2868,23287053
2143,1676122
433,34748
02,8681596
1916,286083
1744,883293
2000,444439
641,662641
1895,1221100
1235,429106
2587,518396
2613,22065
1446,202236
2451,3092082
2098,33981
476,2403398
951,47968
682,1211331
745,318582
310,171839484
1150,275922
685,11031442
2472,23663
1300,40928
815,10665567
2248,950362
2683,83889
696,35879
2965,38142
1387,257979
1182,120583
2483,104414
689,22788
2531,27241
676,41259
1367,21442
1073,8553598
542,145918
2004,888878
2321,23842011
411,25807582
1094,1634
1485,609914
2731,1218035
2492,26150
639,280866
678,358149
2649,57691
2925,5875
2337,288809
1718,1202037
2245,103296
568,6632378
1604,14831
1082,41976
1710,554536
244,10085
1101,999817
2434,48003
2119,59664
143,6243441
1974,1499055
1378,18935
2748,178012
438,506326
2526,187161
414,567650
1282,9908096
1527,152254
2038,66030
2574,269948
1500,231777877
2918,75753
446,28526
1789,773760
1155,253701
2907,990168
2141,62138
599,55068519
1684,33928
2861,182458
1162,33525
904,1221409
311,1164665
373,59197
1063,50808
1368,805488
1127,507587
1256,9254986
1257,0
5,97932
1937,977701
2715,0
2177,439149
2365,28314404
2568,1174556
1180,34646
2594,101915
2541,547168
1301,18185
923,44575
1873,510644
1220,13323
2627,4596
2175,439149
1436,1176851
1161,1221083
238,7045
257,115207
920,3261178
451,23894859
582,11058
168,1644058
398,5400666
1801,180333
871,1221443
1350,826572
2790,2055123
691,48933
1131,23602
2067,30880
711,14373
1010,963739
413,630284
1299,52492658
1067,17445813
1455,99774
142,6532239
1512,169330
2239,3989894
1437,411041
901,1221199
773,0
2895,1978180
24,472634
2802,6153
2393,0
2700,0
642,45993
1956,41726
2745,403154
1826,1221616
348,297394
1011,191138
1316,2936
8,0
636,170051
2659,126721
184,74972
1573,252137
2271,94706
1776,2538733
628,207819
2944,43997
851,12172
1580,17783
363,1145589
366,0
397,5334077
1251,5262
1952,2109863
2108,0
2766,954139
1730,9500
1230,15387
694,45566
2241,50574
2484,48017
2367,474354
2495,0
2180,85752
101,214441
2001,888878
2827,60269
852,0
1467,340741
922,14105770
2035,74039
1021,53566
2171,813049
1736,8585
2839,0
509,7060228
1273,23339
552,249568534
1792,0
830,234899
2644,43209
1275,109028
1133,7520569
2454,13276
2981,116092
185,123265
2670,50796
163,441774
1867,357039
2634,2394976
1254,69702367
810,45953
1970,592068
1896,973850
2869,1896864
05,17614206
294,52896
1072,245934
728,658917
1629,318636
1347,8654
2590,73911
1766,3255814
353,287549
2503,211037
2614,2877538
2210,1221250
1872,510389
2375,7257315
2760,4675493
2540,179558
974,757675
264,49283
117,75413
2896,21713
1420,0
1491,2415269
2717,15333
909,79859
1476,3762601
2209,2349474
1728,219542
838,37357
808,4275
2164,291809
2804,30930
92,614722
2963,152572
1373,1856305
1196,9763536
318,0
858,25619
174,1405987
1622,41725
1853,42363
629,388204
738,1263472
1923,568291
2901,15399
1541,79244
1388,19591827
2030,7940628
1715,230289
668,3107
983,0
2268,755460
625,20522
2662,61195
1061,614287
252,65369
2199,10240
2903,10968
2203,2715810
1013,3431
2938,3602857
595,19695417
1139,4783661
750,198221
2045,31700
1972,324306
443,1220639
2785,0
2198,875544
2298,42982
76,8062235
1771,6471
1270,60442
2833,64032
2832,18295
1678,103456
789,154429
1642,17237085
2704,4412931
1262,1171040
2796,126056
1328,239880
1393,140109
127,573262
2328,1466560
1168,0
1083,2736774
2795,101998
488,31966
1641,834631
1107,31507
2340,614514
191,1121129
1741,10044056
666,540014
2654,186550
1304,69757
1089,192393
2642,32273
895,1221627
2544,1089279
2232,30165477
2288,12984
716,8822
2884,1030855
658,29867
1016,88402
2051,1397688
2080,33092
681,248845
355,319786
1861,170369
2272,629168
2961,13455
435,34942
798,10045
317,0
328,281993
1630,47070
2116,46939
551,65242
1881,9103
875,1133565
1429,2124121
1588,408770
2904,2873152
2952,36331
427,1623299
62,7143210
1911,1221426
2582,52311
2107,8002
1544,1869993
1852,11040
1623,90494
1927,1220986
1154,61958987
477,3749215
2027,371894
1195,35664160
1483,218984
1590,55822
1504,804499
2570,0
1174,135405
404,793494
2801,0
1506,2171221
1726,79199
2269,36368
673,4643265
2604,43945
1509,11009100
2306,6543405
1731,185184
1570,101069
409,861857
2739,871888
2217,3487215
914,101226
653,313263
2281,19534
1077,2486308
2592,801819
2746,179508
2333,44206
2224,34287
529,30561427
2041,247828
2110,42223
2691,420555
1160,111880
04,12431140
2900,7583772
2671,50999
160,435833
194,19681
215,271951
2270,130895
2515,20623
465,2294393
2523,224932
102,12511960
82,867131
2755,209514
275,20152
2982,34584
2609,1130106
601,6113985
1396,1595305
2677,1804360
06,6266072
811,0
319,410654
156,1803459
978,118168
1578,1396704
330,808040
1424,483688
2588,7257314
109,1164630
1439,33511
504,0
445,8032923
2376,73904
2709,76373931
171,1991101
748,100820
1284,150297
1936,126936
1823,5985054
1033,646966
1732,99294
2397,56470
1997,11518960
952,84153
16,17509765
64,3435809
2034,677232
2112,1028981
2341,4682927
309,1183051
788,22196
2262,3092081
239,50266
501,863672
85,53732
276,0
635,2415505
19,5422505
483,1220706
155,715451
1624,7101409
515,239058
1110,29063
1498,12060001
344,463114
1877,71151
1704,131235
660,399801
2246,168143
2084,1220950
842,84726
602,12473252
2179,885247
524,18579
415,621460
1104,6777135
985,45196
1918,1221132
2133,687143
2665,21268
905,1220990
2911,78943
14,17328
961,44542
1443,5179
1568,127980
796,14495283
2139,61815
2818,0
2600,1461594
2777,2081825
795,21011586
94,868381
2145,1634006
1324,0
2858,123231
431,1073074
2808,25990
2539,0
817,342463
771,59433
1340,49573
2742,3013654
1237,119908
1407,46999
2608,13352880
2264,2579563
1144,920615
2104,8002
1477,237064
2044,61557
2630,237760
522,1096999
564,419842
2934,7443
377,63053
794,11602408
2140,62010
1348,114017
2347,204933
1745,6649059
1305,152612
266,123043
2736,53545
1103,1013989
2475,888878
1330,0
787,4484
1421,744636
2257,24752980
855,1221593
308,1183051
1401,516462
2705,7170973
1048,21379
1924,61937
2959,10217
421,129673
1702,3324324
1138,1671950
322,887060
894,1220746
1712,400343
2550,744880
609,40044877
2303,8346056
630,442356
1536,543134
638,80061
1243,0
997,77204009
1071,48132069
1194,4218904
1753,4340272
2714,63924
1170,238842
1505,40964
729,40822
1050,942997
379,0
674,14331090
1525,58598
1996,3093552
1733,2070901
68,2627111
1571,267264
832,25018361
449,22750
1676,24027
766,333931
2377,801836
2079,1224113
2669,28103
188,558293
854,87115
1245,46217
203,7534
697,80853
2607,0
2968,60500
152,1426787
546,4901740
07,6252487
903,1220657
1644,54584
2774,2209776
83,18500
2914,4408
2803,29637
464,2251449
1206,174508
1981,284963
1219,248082
187,312158
284,15779
4,3220436
281,6866
2283,193067
2456,8430
1003,12482
511,896880
1123,58112
2448,6228
2416,2056393
368,35731
2461,28595
1786,150772
2355,623545
406,120598
2359,221574
2121,4694283
2028,83602
990,9273
1932,1927664
1772,1394842
207,194704
59,2245704
2569,25728
1846,480584
1830,439853
2057,1954254
2174,5258306
2072,62354
1554,38247
1452,135219
394,31651
2042,445908
51,5351037
2489,17704
1738,242923
77,2225202
2344,609838
354,758968
455,20220877
2065,2967160
2631,837623
1969,11125399
1848,18794
2584,164996
2289,6508517
1319,795536
1798,154643
1664,53625
1897,59720
2313,227830
204,0
1805,97607
2836,1423530
2193,6777
1147,351276
2633,11964
496,1012072
2826,85396
81,12429770
162,457492
490,214608
10,32693538
268,15777
1239,0
2837,29459
304,0
166,3741674
1910,62562
2920,17231
2106,44525
763,79016
1782,1271905
993,194633
940,177422
28,940514
982,60949
1416,39477
38,35223
1677,261780
1632,3066988
73,5902343
2488,27836
1404,907619
1902,1220765
768,46074
2815,8287889
1274,45005
1931,2535969
1692,329040
1696,168232
1607,1359428
2371,314669
1723,158596
1470,0
633,126645
2811,23213
2102,0
2101,574174
1670,320615
1980,1046185
1949,0
1671,3525933
2343,72628
138,367707
2386,100387
2558,58818
60,0
2115,243803
2758,9335
1499,156280
1639,153135
624,308267
222,12824052
1143,5353798
672,11536166
345,73230
2332,682438
2835,0
617,361377
205,72173
2972,155434
122,33716
382,34257
2871,37786832
820,285271
822,343706
1617,13158266
1024,1586130
2278,74102
964,168760
1277,257979
2105,37756
1002,2207186
1390,21919854
2674,5192
1954,69576308
2410,64539
385,296275
2455,6615
383,285296
1764,252430
107,197077
99,8231594
1888,3357569
1806,0
482,3352641
374,60678
2929,16149
2632,53100
1665,902953
54,6658709
721,245595
381,6813
897,1208462
581,5296
1516,18967
2267,384657
1384,7531
466,3212728
1917,248936
669,5438
2536,108636
1947,6509
2334,82615
209,3248444
2769,232404
1682,12099493
1646,563606
887,1221420
1047,9356726
1474,40798
2797,883124
332,297494
2686,151947
2658,5110502
2380,197684
1418,82651
1894,15168
349,381151
1052,307490
1017,5317
462,1174737
1184,464463
186,0
1582,34529
2581,2831196
510,4686835
2819,247253
1377,421736
1912,1221142
2611,959966
1958,3154684
912,705406271
2292,65717
783,244382
580,7299481
1909,45474
1119,15056
1765,290857
2430,0
737,11574646
1785,328651
2274,0
1847,469313
1433,1163111
2059,3165773
2077,2005755
1364,21908
