Id	Workflow Name/File	Tree?	searchSpace	# operators	# edges	# blocking edges	# operators with more than 1 input ports	# operators with more than 1 output ports	Maximum # of input ports in an operator	Maximum # of output ports in an operator	AVG indegree of operators	AVG outdegree of operators	MAX indegree of an operator	MAX outdegree of an operator	# edges in an undirected cycle	Schedulable?	00000-searchFinished	00000-searchTime	00000-numStates	00000-OSEPCost	00001-searchFinished	00001-searchTime	00001-numStates	00001-OSEPCost	00010-searchFinished	00010-searchTime	00010-numStates	00010-OSEPCost	00011-searchFinished	00011-searchTime	00011-numStates	00011-OSEPCost	00100-searchFinished	00100-searchTime	00100-numStates	00100-OSEPCost	00101-searchFinished	00101-searchTime	00101-numStates	00101-OSEPCost	00110-searchFinished	00110-searchTime	00110-numStates	00110-OSEPCost	00111-searchFinished	00111-searchTime	00111-numStates	00111-OSEPCost	01000-searchFinished	01000-searchTime	01000-numStates	01000-OSEPCost	01001-searchFinished	01001-searchTime	01001-numStates	01001-OSEPCost	01010-searchFinished	01010-searchTime	01010-numStates	01010-OSEPCost	01011-searchFinished	01011-searchTime	01011-numStates	01011-OSEPCost	01100-searchFinished	01100-searchTime	01100-numStates	01100-OSEPCost	01101-searchFinished	01101-searchTime	01101-numStates	01101-OSEPCost	01110-searchFinished	01110-searchTime	01110-numStates	01110-OSEPCost	01111-searchFinished	01111-searchTime	01111-numStates	01111-OSEPCost	10000-searchFinished	10000-searchTime	10000-numStates	10000-OSEPCost	10001-searchFinished	10001-searchTime	10001-numStates	10001-OSEPCost	10010-searchFinished	10010-searchTime	10010-numStates	10010-OSEPCost	10011-searchFinished	10011-searchTime	10011-numStates	10011-OSEPCost	10100-searchFinished	10100-searchTime	10100-numStates	10100-OSEPCost	10101-searchFinished	10101-searchTime	10101-numStates	10101-OSEPCost	10110-searchFinished	10110-searchTime	10110-numStates	10110-OSEPCost	10111-searchFinished	10111-searchTime	10111-numStates	10111-OSEPCost	11000-searchFinished	11000-searchTime	11000-numStates	11000-OSEPCost	11001-searchFinished	11001-searchTime	11001-numStates	11001-OSEPCost	11010-searchFinished	11010-searchTime	11010-numStates	11010-OSEPCost	11011-searchFinished	11011-searchTime	11011-numStates	11011-OSEPCost	11100-searchFinished	11100-searchTime	11100-numStates	11100-OSEPCost	11101-searchFinished	11101-searchTime	11101-numStates	11101-OSEPCost	11110-searchFinished	11110-searchTime	11110-numStates	11110-OSEPCost	11111-searchFinished	11111-searchTime	11111-numStates	11111-OSEPCost
459	AshishUpadhyay_Knime	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	54279	50008	940501	FALSE	84929	50001	940501	FALSE	50401	50008	889111	FALSE	79367	50003	889111	TRUE	2723	2048	109571	TRUE	668	276	109571	TRUE	1676	1024	109571	TRUE	297	139	109571	TRUE	456	43	109571	TRUE	234	41	109571	TRUE	315	39	109571	TRUE	190	37	109571	TRUE	22	12	109571	TRUE	22	10	109571	TRUE	15	11	109571	TRUE	21	9	109571	FALSE	41733	50008	1.80E+308	FALSE	45392	50008	1.80E+308	FALSE	42649	50008	1.80E+308	FALSE	47139	50008	1.80E+308	TRUE	3494	2048	109571	TRUE	2604	1800	109571	TRUE	1608	1024	109571	TRUE	1550	903	109571	TRUE	220	43	788468	TRUE	280	27	788468	TRUE	182	39	484058	TRUE	97	14	484058	TRUE	17	12	421000	TRUE	16	12	421000	TRUE	21	11	415150	TRUE	14	11	415150
467	assesment	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	14	FALSE	FALSE	58478	50008	996850	FALSE	88769	50013	996850	FALSE	49525	50008	888297	FALSE	94664	50003	888297	TRUE	3544	2048	109052	TRUE	588	277	109052	TRUE	1858	1024	109052	TRUE	237	140	109052	TRUE	365	43	109052	TRUE	251	41	109052	TRUE	216	39	109052	TRUE	251	37	109052	TRUE	23	12	109052	TRUE	29	10	109052	TRUE	26	11	109052	TRUE	16	9	109052	FALSE	41549	50008	109052	FALSE	41099	50001	109052	FALSE	44456	50008	109052	FALSE	50076	50002	109052	TRUE	2866	2048	109052	TRUE	3512	1799	109052	TRUE	1331	1024	109052	TRUE	1189	902	109052	TRUE	314	43	655859	TRUE	205	24	655859	TRUE	192	39	562616	TRUE	308	21	562616	TRUE	17	12	364949	TRUE	20	10	364949	TRUE	14	11	359099	TRUE	18	9	359099
469	Assessment1(Khushi Chaudhary-87)	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	53410	50008	917294	FALSE	75336	50005	917294	FALSE	48190	50008	888460	FALSE	89584	50001	888460	TRUE	3838	2048	109359	TRUE	642	275	109359	TRUE	1332	1024	109359	TRUE	390	141	109359	TRUE	272	43	109359	TRUE	273	41	109359	TRUE	220	39	109359	TRUE	190	37	109359	TRUE	17	12	109359	TRUE	18	10	109359	TRUE	14	11	109359	TRUE	18	9	109359	FALSE	42055	50008	1.80E+308	FALSE	37663	50008	1.80E+308	FALSE	41730	50008	1.80E+308	FALSE	42768	50008	1.80E+308	TRUE	3675	2048	109359	TRUE	2699	1799	109359	TRUE	1949	1024	109359	TRUE	1170	902	109359	TRUE	228	43	1035213	TRUE	483	32	1035213	TRUE	184	39	1050671	TRUE	171	32	1050671	TRUE	22	12	115208	TRUE	12	5	115208	TRUE	17	11	209360	TRUE	11	6	209360
864	KNIME_project_creditScoring	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	49856	50008	940082	FALSE	72611	50013	931572	FALSE	54880	50008	888564	FALSE	80463	50007	888564	TRUE	2968	2048	109447	TRUE	530	269	109447	TRUE	1918	1024	109447	TRUE	270	146	109447	TRUE	295	43	109447	TRUE	256	41	109447	TRUE	237	39	109447	TRUE	286	37	109447	TRUE	22	12	109447	TRUE	30	10	109447	TRUE	21	11	109447	TRUE	17	9	109447	FALSE	49611	50008	1.80E+308	FALSE	43145	50008	1.80E+308	FALSE	48818	50008	1.80E+308	FALSE	48529	50008	1.80E+308	TRUE	3194	2048	109447	TRUE	3301	1801	109447	TRUE	1956	1024	109447	TRUE	1337	904	109447	TRUE	250	43	439262	TRUE	251	19	439262	TRUE	263	39	534907	TRUE	179	18	534907	TRUE	22	12	159513	TRUE	10	5	159513	TRUE	20	11	159513	TRUE	11	5	159513
894	Credit_Card_Scoring	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	48227	50008	961691	FALSE	86565	50007	961691	FALSE	49802	50008	910910	FALSE	93451	50010	910910	TRUE	3035	2048	109490	TRUE	541	269	109490	TRUE	1677	1024	109490	TRUE	253	144	109490	TRUE	365	43	109490	TRUE	296	41	109490	TRUE	210	39	109490	TRUE	224	37	109490	TRUE	18	12	109490	TRUE	19	10	109490	TRUE	22	11	109490	TRUE	20	9	109490	FALSE	45078	50008	109490	FALSE	45871	50005	109490	FALSE	48735	50008	109490	FALSE	48610	50018	109490	TRUE	4144	2048	109490	TRUE	3135	1795	109490	TRUE	1487	1024	109490	TRUE	1676	899	109490	TRUE	484	43	1024471	TRUE	359	34	1024471	TRUE	280	39	445565	TRUE	209	13	445565	TRUE	22	12	354087	TRUE	18	8	354087	TRUE	18	11	354087	TRUE	18	8	354087
896	credit_scoreassessment1	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	45178	50008	1006802	FALSE	87638	50007	961495	FALSE	45043	50008	887891	FALSE	87541	50006	887891	TRUE	3323	2048	109337	TRUE	464	269	109337	TRUE	1197	1024	109337	TRUE	359	149	109337	TRUE	317	43	109337	TRUE	229	41	109337	TRUE	215	39	109337	TRUE	243	37	109337	TRUE	28	12	109337	TRUE	20	10	109337	TRUE	16	11	109337	TRUE	17	9	109337	FALSE	38264	50008	1.80E+308	FALSE	43849	50008	1.80E+308	FALSE	40605	50008	1.80E+308	FALSE	39640	50008	1.80E+308	TRUE	3311	2048	109337	TRUE	2861	1799	109337	TRUE	1188	1024	109337	TRUE	1236	902	109337	TRUE	222	43	474874	TRUE	174	15	474874	TRUE	303	39	462416	TRUE	85	12	462416	TRUE	15	12	414706	TRUE	15	11	414706	TRUE	13	11	414706	TRUE	17	11	414706
893	creditScoringWork	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	47934	50008	923491	FALSE	95369	50014	923491	FALSE	50074	50008	903319	FALSE	94313	50006	889088	TRUE	4507	2048	109806	TRUE	667	263	109806	TRUE	1279	1024	109806	TRUE	319	144	109806	TRUE	354	43	109806	TRUE	283	41	109806	TRUE	193	39	109806	TRUE	284	37	109806	TRUE	34	12	109806	TRUE	43	10	109806	TRUE	20	11	109806	TRUE	22	9	109806	FALSE	44820	50008	1.80E+308	FALSE	42339	50008	1.80E+308	FALSE	46950	50008	109806	FALSE	47531	50004	109806	TRUE	4292	2048	109806	TRUE	3252	1799	109806	TRUE	1723	1024	109806	TRUE	1372	902	109806	TRUE	315	43	576361	TRUE	243	19	576361	TRUE	303	39	878775	TRUE	243	29	878775	TRUE	17	12	265705	TRUE	19	8	265705	TRUE	17	11	259855	TRUE	12	7	259855
899	CREDIT_SCORE_	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	45346	50008	922078	FALSE	88181	50015	922078	FALSE	46658	50008	893234	FALSE	78401	50009	893234	TRUE	2862	2048	109150	TRUE	485	278	109150	TRUE	1239	1024	109150	TRUE	405	144	109150	TRUE	261	43	109150	TRUE	252	41	109150	TRUE	204	39	109150	TRUE	188	37	109150	TRUE	21	12	109150	TRUE	19	10	109150	TRUE	23	11	109150	TRUE	15	9	109150	FALSE	42216	50008	1.80E+308	FALSE	40220	50008	1.80E+308	FALSE	43792	50008	1.80E+308	FALSE	45531	50008	1.80E+308	TRUE	3760	2048	109150	TRUE	3420	1795	109150	TRUE	1306	1024	109150	TRUE	1222	899	109150	TRUE	204	43	421573	TRUE	191	19	421573	TRUE	214	39	835385	TRUE	216	31	835385	TRUE	17	12	265082	TRUE	18	8	265082	TRUE	15	11	259207	TRUE	14	7	259207
888	creditscore_assesment	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	18	FALSE	FALSE	54783	50008	1004348	FALSE	90924	50003	990604	FALSE	55947	50008	911001	FALSE	83092	50004	888521	TRUE	4136	2048	109334	TRUE	714	273	109334	TRUE	1662	1024	109334	TRUE	472	151	109334	TRUE	277	43	109334	TRUE	372	41	109334	TRUE	216	39	109334	TRUE	281	37	109334	TRUE	19	12	109334	TRUE	29	10	109334	TRUE	16	11	109334	TRUE	21	9	109334	FALSE	45853	50008	1.80E+308	FALSE	50103	50008	1.80E+308	FALSE	49075	50008	1.80E+308	FALSE	50684	50008	1.80E+308	TRUE	4021	2048	109334	TRUE	3144	1801	109334	TRUE	1894	1024	109334	TRUE	1430	904	109334	TRUE	299	43	114802	TRUE	80	5	114802	TRUE	261	39	114802	TRUE	48	5	114802	TRUE	18	12	114782	TRUE	11	5	114782	TRUE	15	11	114782	TRUE	10	5	114782
887	credit score project 2	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	51760	50008	931962	FALSE	78573	50004	917611	FALSE	54211	50008	968464	FALSE	85575	50006	888762	TRUE	3287	2048	109721	TRUE	503	267	109721	TRUE	1303	1024	109721	TRUE	315	135	109721	TRUE	395	43	109721	TRUE	277	41	109721	TRUE	234	39	109721	TRUE	269	37	109721	TRUE	18	12	109721	TRUE	24	10	109721	TRUE	19	11	109721	TRUE	21	9	109721	FALSE	45574	50008	1.80E+308	FALSE	45571	50008	1.80E+308	FALSE	45918	50008	109721	FALSE	48590	50010	109721	TRUE	4294	2048	109721	TRUE	3070	1799	109721	TRUE	2065	1024	109721	TRUE	1579	902	109721	TRUE	307	43	822233	TRUE	189	23	822233	TRUE	282	39	794335	TRUE	179	17	794335	TRUE	18	12	265639	TRUE	20	8	265639	TRUE	20	11	304254	TRUE	12	7	304254
901	Credit_Score_project	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	18	FALSE	FALSE	54859	50008	962022	FALSE	95624	50001	917557	FALSE	52860	50008	888712	FALSE	86826	50005	888712	TRUE	4568	2048	109627	TRUE	787	268	109627	TRUE	1460	1024	109627	TRUE	270	139	109627	TRUE	329	43	109627	TRUE	277	41	109627	TRUE	298	39	109627	TRUE	323	37	109627	TRUE	44	12	109627	TRUE	24	10	109627	TRUE	16	11	109627	TRUE	18	9	109627	FALSE	47906	50008	1.80E+308	FALSE	46882	50008	1.80E+308	FALSE	53145	50008	1.80E+308	FALSE	55564	50008	1.80E+308	TRUE	4337	2048	109627	TRUE	3081	1797	109627	TRUE	1973	1024	109627	TRUE	1398	901	109627	TRUE	338	43	168267	TRUE	104	9	168267	TRUE	237	39	151465	TRUE	86	7	151465	TRUE	31	12	109627	TRUE	13	4	109627	TRUE	18	11	109627	TRUE	8	4	109627
891	CreditScoring1	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	46904	50008	922747	FALSE	96160	50013	917580	FALSE	59367	50012	657731	FALSE	81085	50003	640159	TRUE	1362	1024	109550	TRUE	286	143	109550	TRUE	657	512	109550	TRUE	134	68	109550	TRUE	281	43	109550	TRUE	295	41	109550	TRUE	149	34	109550	TRUE	177	32	109550	TRUE	14	11	109550	TRUE	15	9	109550	TRUE	17	10	109550	TRUE	16	8	109550	FALSE	44837	50008	109550	FALSE	46295	50001	109550	FALSE	55986	50012	109550	FALSE	56235	50008	109550	TRUE	1348	1024	109550	TRUE	1245	904	109550	TRUE	769	512	109550	TRUE	627	455	109550	TRUE	301	43	1024945	TRUE	301	38	1024945	TRUE	161	34	756159	TRUE	169	24	756159	TRUE	16	11	259598	TRUE	19	7	259598	TRUE	15	10	259598	TRUE	14	7	259598
903	Credit_Scoring_Assessment1	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	55150	50008	1005987	FALSE	81579	50011	970705	FALSE	47854	50008	888367	FALSE	73367	50001	888367	TRUE	3098	2048	109375	TRUE	485	265	109375	TRUE	1247	1024	109375	TRUE	312	140	109375	TRUE	500	43	109375	TRUE	248	41	109375	TRUE	228	39	109375	TRUE	213	37	109375	TRUE	25	12	109375	TRUE	18	10	109375	TRUE	16	11	109375	TRUE	17	9	109375	FALSE	41517	50008	1.80E+308	FALSE	44431	50008	1.80E+308	FALSE	44504	50008	1.80E+308	FALSE	46348	50008	1.80E+308	TRUE	3077	2048	109375	TRUE	2893	1800	109375	TRUE	2180	1024	109375	TRUE	1184	903	109375	TRUE	258	43	405964	TRUE	155	17	405964	TRUE	265	39	876401	TRUE	168	28	876401	TRUE	21	12	215203	TRUE	21	7	215203	TRUE	19	11	264888	TRUE	31	8	264888
470	assessment1	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	19	FALSE	FALSE	54340	50008	931499	FALSE	69625	50005	917115	FALSE	50885	50008	910935	FALSE	76755	50001	910935	TRUE	3063	2048	109324	TRUE	532	273	109324	TRUE	1702	1024	109324	TRUE	261	146	109324	TRUE	355	43	109324	TRUE	263	41	109324	TRUE	245	39	109324	TRUE	258	37	109324	TRUE	18	12	109324	TRUE	37	10	109324	TRUE	15	11	109324	TRUE	20	9	109324	FALSE	47413	50008	109324	FALSE	47508	50005	109324	FALSE	43773	50008	109324	FALSE	46833	50012	109324	TRUE	3103	2048	109324	TRUE	3500	1798	109324	TRUE	1751	1024	109324	TRUE	1313	901	109324	TRUE	305	43	1104459	TRUE	309	31	1104459	TRUE	228	39	1124522	TRUE	196	32	1124522	TRUE	23	12	309454	TRUE	19	8	309454	TRUE	18	11	309454	TRUE	14	8	309454
468	assesment1	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	53654	50008	939749	FALSE	97510	50018	939749	FALSE	48015	50008	893570	FALSE	94958	50011	888297	TRUE	2865	2048	109052	TRUE	523	276	109052	TRUE	1704	1024	109052	TRUE	334	146	109052	TRUE	293	43	109052	TRUE	319	41	109052	TRUE	400	39	109052	TRUE	279	37	109052	TRUE	17	12	109052	TRUE	18	10	109052	TRUE	19	11	109052	TRUE	17	9	109052	FALSE	42374	50008	1.80E+308	FALSE	43750	50008	1.80E+308	FALSE	46093	50008	1.80E+308	FALSE	45676	50008	1.80E+308	TRUE	3501	2048	109052	TRUE	2738	1800	109052	TRUE	1371	1024	109052	TRUE	1368	903	109052	TRUE	244	43	999828	TRUE	417	39	999828	TRUE	329	39	981332	TRUE	204	35	981332	TRUE	18	12	214905	TRUE	20	7	214905	TRUE	39	11	209055	TRUE	37	6	209055
458	AryanDevbrat_Credit_Scoring	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	58298	50008	961744	FALSE	90165	50005	961744	FALSE	52991	50008	932901	FALSE	92673	50006	888440	TRUE	3040	2048	109391	TRUE	592	268	109391	TRUE	1831	1024	109391	TRUE	343	141	109391	TRUE	353	43	109391	TRUE	271	41	109391	TRUE	238	39	109391	TRUE	206	37	109391	TRUE	23	12	109391	TRUE	36	10	109391	TRUE	17	11	109391	TRUE	17	9	109391	FALSE	47247	50008	1.80E+308	FALSE	44325	50008	1.80E+308	FALSE	45976	50008	1.80E+308	FALSE	45584	50008	1.80E+308	TRUE	3350	2048	109391	TRUE	2929	1801	109391	TRUE	1962	1024	109391	TRUE	1459	904	109391	TRUE	410	43	652919	TRUE	195	23	652919	TRUE	199	39	702799	TRUE	152	21	702799	TRUE	18	12	212048	TRUE	18	7	212048	TRUE	20	11	212048	TRUE	14	7	212048
905	cred_scoring_model	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	56500	50008	961660	FALSE	92718	50003	916998	FALSE	51638	50008	888164	FALSE	99470	50003	888164	TRUE	3121	2048	109302	TRUE	685	263	109302	TRUE	1359	1024	109302	TRUE	338	138	109302	TRUE	491	43	109302	TRUE	297	41	109302	TRUE	233	39	109302	TRUE	212	37	109302	TRUE	23	12	109302	TRUE	26	10	109302	TRUE	23	11	109302	TRUE	16	9	109302	FALSE	48245	50008	109302	FALSE	44997	50007	109302	FALSE	51650	50008	109302	FALSE	48369	50007	109302	TRUE	4131	2048	109302	TRUE	2904	1796	109302	TRUE	1395	1024	109302	TRUE	1692	899	109302	TRUE	255	43	792982	TRUE	275	29	792982	TRUE	200	39	802357	TRUE	174	24	802357	TRUE	38	12	370664	TRUE	18	11	370664	TRUE	20	11	203833	TRUE	11	5	203833
897	Credit_Score via Nural network	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	49429	50008	965212	FALSE	98355	50002	920984	FALSE	50477	50008	883711	FALSE	78937	50004	883711	TRUE	3148	2048	107679	TRUE	492	265	107679	TRUE	1326	1024	107679	TRUE	319	145	107679	TRUE	347	43	107679	TRUE	299	41	107679	TRUE	229	39	107679	TRUE	208	37	107679	TRUE	17	12	107679	TRUE	24	10	107679	TRUE	15	11	107679	TRUE	20	9	107679	FALSE	42294	50008	1.80E+308	FALSE	42158	50008	1.80E+308	FALSE	43464	50008	1.80E+308	FALSE	44563	50008	1.80E+308	TRUE	3460	2048	107679	TRUE	2668	1800	107679	TRUE	1699	1024	107679	TRUE	1251	903	107679	TRUE	240	43	387829	TRUE	159	14	387829	TRUE	257	39	650583	TRUE	377	26	650583	TRUE	21	12	416026	TRUE	22	12	416026	TRUE	19	11	410290	TRUE	19	11	410290
384	Aditya_credit score model	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	26	FALSE	FALSE	56762	50008	980231	FALSE	75828	50011	939698	FALSE	50943	50008	910833	FALSE	97363	50007	910833	TRUE	3254	2048	109087	TRUE	643	272	109087	TRUE	1423	1024	109087	TRUE	255	143	109087	TRUE	278	43	109087	TRUE	317	41	109087	TRUE	285	39	109087	TRUE	218	37	109087	TRUE	23	12	109087	TRUE	22	10	109087	TRUE	16	11	109087	TRUE	15	9	109087	FALSE	42431	50008	1.80E+308	FALSE	41089	50008	1.80E+308	FALSE	43419	50008	1.80E+308	FALSE	40522	50008	1.80E+308	TRUE	3519	2048	109087	TRUE	2919	1798	109087	TRUE	1525	1024	109087	TRUE	1253	901	109087	TRUE	231	43	841388	TRUE	228	28	841388	TRUE	188	39	794206	TRUE	176	21	794206	TRUE	22	12	320153	TRUE	16	10	320153	TRUE	18	11	320153	TRUE	14	10	320153
1045	Deepak credit scoring	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	56849	50008	917590	FALSE	86725	50009	917590	FALSE	56544	50008	894255	FALSE	99269	50008	894255	TRUE	4772	2048	109595	TRUE	710	278	109595	TRUE	2229	1024	109595	TRUE	384	141	109595	TRUE	296	43	109595	TRUE	386	41	109595	TRUE	262	39	109595	TRUE	300	37	109595	TRUE	28	12	109595	TRUE	20	10	109595	TRUE	17	11	109595	TRUE	24	9	109595	FALSE	51521	50008	1.80E+308	FALSE	52118	50008	1.80E+308	FALSE	48405	50008	1.80E+308	FALSE	47094	50008	1.80E+308	TRUE	4000	2048	109595	TRUE	3488	1797	109595	TRUE	1946	1024	109595	TRUE	1401	900	109595	TRUE	256	43	635660	TRUE	218	25	635660	TRUE	215	39	449986	TRUE	187	18	449986	TRUE	22	12	265486	TRUE	27	8	265486	TRUE	16	11	259654	TRUE	17	7	259654
1109	dubeyproject	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	57036	50008	923198	FALSE	85351	50005	923198	FALSE	58745	50008	903695	FALSE	80726	50005	889029	TRUE	4286	2048	109600	TRUE	744	275	109600	TRUE	1412	1024	109600	TRUE	258	145	109600	TRUE	305	43	109600	TRUE	312	41	109600	TRUE	313	39	109600	TRUE	380	37	109600	TRUE	38	12	109600	TRUE	20	10	109600	TRUE	19	11	109600	TRUE	20	9	109600	FALSE	48774	50008	1.80E+308	FALSE	42911	50008	1.80E+308	FALSE	46225	50008	1.80E+308	FALSE	47756	50008	1.80E+308	TRUE	3421	2048	109600	TRUE	4172	1798	109600	TRUE	1530	1024	109600	TRUE	1247	902	109600	TRUE	379	43	284112	TRUE	160	15	284112	TRUE	207	39	277954	TRUE	252	14	277954	TRUE	18	12	365113	TRUE	17	10	365113	TRUE	15	11	365113	TRUE	15	10	365113
1161	examcredit	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	54809	50008	962023	FALSE	79709	50013	962023	FALSE	50298	50008	888713	FALSE	96182	50002	888713	TRUE	3118	2048	109522	TRUE	728	270	109522	TRUE	1391	1024	109522	TRUE	304	137	109522	TRUE	370	43	109522	TRUE	320	41	109522	TRUE	219	39	109522	TRUE	236	37	109522	TRUE	19	12	109522	TRUE	34	10	109522	TRUE	15	11	109522	TRUE	21	9	109522	FALSE	41602	50008	1.80E+308	FALSE	45062	50008	1.80E+308	FALSE	50217	50008	1.80E+308	FALSE	46056	50008	1.80E+308	TRUE	2831	2048	109522	TRUE	3056	1799	109522	TRUE	1933	1024	109522	TRUE	1600	902	109522	TRUE	366	43	1126057	TRUE	378	41	1126057	TRUE	254	39	608712	TRUE	169	17	608712	TRUE	22	12	420973	TRUE	22	12	420973	TRUE	18	11	415122	TRUE	18	11	415122
1927	KNIME_project_credit_scoring	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	14	FALSE	FALSE	56786	50008	961929	FALSE	66788	50016	961645	FALSE	56788	50008	946648	FALSE	83536	50005	888324	TRUE	3210	2048	109446	TRUE	677	274	109446	TRUE	2067	1024	109446	TRUE	392	148	109446	TRUE	392	43	109446	TRUE	350	41	109446	TRUE	200	39	109446	TRUE	245	37	109446	TRUE	26	12	109446	TRUE	21	10	109446	TRUE	20	11	109446	TRUE	20	9	109446	FALSE	41838	50008	1.80E+308	FALSE	47732	50008	1.80E+308	FALSE	48302	50008	1.80E+308	FALSE	49186	50008	1.80E+308	TRUE	3901	2048	109446	TRUE	3194	1799	109446	TRUE	1843	1024	109446	TRUE	1232	902	109446	TRUE	243	43	725918	TRUE	250	24	725918	TRUE	192	39	760240	TRUE	220	27	760240	TRUE	18	12	326353	TRUE	18	11	326353	TRUE	23	11	398644	TRUE	17	8	398644
1825	KNIME_Assessment1{JEEWAN KARKI - 2001330130079}	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	48056	50009	922903	FALSE	100069	50009	922903	FALSE	51134	50008	888216	FALSE	72081	50003	888216	TRUE	3307	2048	109185	TRUE	487	276	109185	TRUE	1812	1024	109185	TRUE	326	147	109185	TRUE	265	44	109185	TRUE	249	42	109185	TRUE	218	39	109185	TRUE	196	37	109185	TRUE	21	12	109185	TRUE	23	10	109185	TRUE	19	11	109185	TRUE	14	9	109185	FALSE	40507	50009	1.80E+308	FALSE	44063	50009	1.80E+308	FALSE	46627	50008	1.80E+308	FALSE	45461	50008	1.80E+308	TRUE	3209	2048	109185	TRUE	3357	1800	109185	TRUE	1858	1024	109185	TRUE	1627	903	109185	TRUE	297	44	737559	TRUE	307	32	737559	TRUE	186	39	496725	TRUE	146	21	496725	TRUE	23	12	420611	TRUE	16	12	420611	TRUE	22	11	414762	TRUE	18	11	414762
1911	KNIME_project credit	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	3	FALSE	FALSE	58145	50008	922612	FALSE	86939	50017	922612	FALSE	52236	50008	888389	FALSE	89107	50008	888389	TRUE	3099	2048	109369	TRUE	576	275	109369	TRUE	1377	1024	109369	TRUE	274	144	109369	TRUE	456	43	109369	TRUE	239	41	109369	TRUE	309	39	109369	TRUE	189	37	109369	TRUE	21	12	109369	TRUE	32	10	109369	TRUE	20	11	109369	TRUE	21	9	109369	FALSE	45830	50008	1.80E+308	FALSE	41717	50008	1.80E+308	FALSE	49509	50008	1.80E+308	FALSE	50641	50008	1.80E+308	TRUE	3563	2048	109369	TRUE	2906	1800	109369	TRUE	1288	1024	109369	TRUE	1769	903	109369	TRUE	227	43	1167411	TRUE	272	41	1167411	TRUE	242	39	1060261	TRUE	235	34	1060261	TRUE	17	12	415352	TRUE	17	11	415352	TRUE	18	11	164904	TRUE	19	6	164904
1857	KNIME_CreditScore_Krishna_Gupta	FALSE	38	52	58	20	7	8	3	2	1.16	1.16	3	2	15	FALSE	FALSE	47671	50008	918280	FALSE	84198	50013	918280	FALSE	51917	50008	889426	FALSE	70539	50003	889426	TRUE	4286	2048	109571	TRUE	473	271	109571	TRUE	1279	1024	109571	TRUE	296	139	109571	TRUE	240	43	109571	TRUE	351	41	109571	TRUE	389	39	109571	TRUE	228	37	109571	TRUE	22	12	109571	TRUE	36	10	109571	TRUE	15	11	109571	TRUE	20	9	109571	FALSE	43223	50008	109571	FALSE	43034	50003	109571	FALSE	43157	50008	109571	FALSE	40051	50003	109571	TRUE	3564	2048	109571	TRUE	2665	1800	109571	TRUE	1705	1024	109571	TRUE	1493	903	109571	TRUE	378	43	654294	TRUE	266	29	654294	TRUE	235	39	341314	TRUE	103	15	341314	TRUE	17	12	215020	TRUE	12	7	215020	TRUE	18	11	215020	TRUE	15	7	215020
