Id	Workflow Name/File	Tree?	searchSpace	# operators	# edges	# blocking edges	Top-down Exhaustive	Bottom-up Exhaustive	Bottom-up - Top-down	00111-searchFinished	00111-numStates	00111-OSEPCost	01111-searchFinished	Top-down Greedy	Bottom-up Greedy	Bottom-up Greedy - Top-down Greedy	01111-numStates	01111-OSEPCost	10111-searchFinished	10111-numStates	10111-OSEPCost	11111-searchFinished	11111-numStates	11111-OSEPCost
1238	Extract SAP Purchasing Document Data, Invoice Data and Vendor Master Data from SAP ECC & SAP S_4HANA	FALSE	8	25	26	18	10	20	10	TRUE	15	221839	TRUE	2	3	1	3	316386	TRUE	59	221839	TRUE	7	471763
1335	2020_10_22_From_Excel_to_KNIME_Table_Unpivoting	FALSE	8	10	10	2	1	0	-1	TRUE	2	8061	TRUE	1	0	-1	2	8061	TRUE	2	8061	TRUE	2	8061
1571	JKISeasor2-29_tomljh_ver2	FALSE	8	11	13	5	2	2	0	TRUE	5	68484	TRUE	2	1	-1	3	68484	TRUE	16	68484	TRUE	4	68484
1455	kn_example_import_csv_r_readr	FALSE	8	11	12	4	1	0	-1	TRUE	3	13669	TRUE	1	1	0	3	13669	TRUE	3	13669	TRUE	2	13669
1511	JKI-S2-2	FALSE	8	11	12	4	3	3	0	TRUE	9	640281	TRUE	1	1	0	4	640281	TRUE	15	640281	TRUE	3	640281
2352	ProyectoReservaHotel	FALSE	8	11	11	3	1	1	0	TRUE	2	56815	TRUE	1	0	-1	2	56815	TRUE	2	56815	TRUE	2	56815
1259	fia project	FALSE	8	19	20	12	2	1	-1	TRUE	3	50931	TRUE	1	1	0	2	50931	TRUE	4	50931	TRUE	3	50931
2433	Regression on Text	FALSE	7	17	17	10	1	0	-1	TRUE	2	20249	TRUE	1	1	0	2	20249	TRUE	2	20249	TRUE	2	20249
2937	Кейс 34	FALSE	7	36	42	35	8	4	-4	TRUE	9	30227	TRUE	5	2	-3	5	30227	TRUE	10	30227	TRUE	2	30227
133	06 Dimensionality Reduction	FALSE	7	16	15	8	1	0	-1	TRUE	2	94534	TRUE	1	1	0	2	94534	TRUE	2	94534	TRUE	2	94534
1425	HousingMarketMadness	FALSE	7	20	21	14	1	2	1	TRUE	2	30309	TRUE	1	1	0	2	30309	TRUE	2	30309	TRUE	2	30309
395	Adv_Trees_Chap6_PMML	FALSE	7	11	12	5	3	1	-2	TRUE	4	14233	TRUE	2	1	-1	3	14233	TRUE	4	14233	TRUE	2	14233
910	CSV Duplicate Column Aggregation	FALSE	7	10	10	3	2	1	-1	TRUE	2	8531	TRUE	1	1	0	2	8531	TRUE	2	8531	TRUE	2	8531
2150	module 3 ch 01 lesson 1 finished project	FALSE	7	13	14	7	1	0	-1	TRUE	2	67679	TRUE	0	0	0	2	67679	TRUE	2	67679	TRUE	2	67679
605	Casee8B-Detecting Colocation between Crime Incidents and Facilities	FALSE	7	23	27	20	13	52	39	TRUE	12	5658515	TRUE	4	6	2	5	5658515	TRUE	121	5658515	TRUE	5	5658515
2148	Module 03 ch 01 lesson 01 Flow Variables final	FALSE	7	13	14	7	2	1	-1	TRUE	2	67679	TRUE	2	1	-1	2	67679	TRUE	2	67679	TRUE	2	67679
813	kn_forum_excel_2lines_header	FALSE	7	10	10	3	1	1	0	TRUE	2	11992	TRUE	1	0	-1	2	11992	TRUE	2	11992	TRUE	2	11992
1818	KnimeIT_25	FALSE	7	10	10	3	0	1	1	TRUE	2	53519	TRUE	1	0	-1	2	53519	TRUE	2	53519	TRUE	2	53519
1813	KnimeIT_20	FALSE	7	13	13	6	1	1	0	TRUE	2	14265	TRUE	1	1	0	2	14265	TRUE	2	14265	TRUE	2	14265
1550	JKISeason2-29_Revised tofusa's workflow	FALSE	7	10	11	4	1	1	0	TRUE	2	19096	TRUE	1	1	0	2	19096	TRUE	2	19096	TRUE	2	19096
266	20230903_FileReader	FALSE	7	12	10	3	2	1	-1	TRUE	8	6292	TRUE	1	1	0	4	6292	TRUE	6	6292	TRUE	2	6292
1729	JustKnimeit-S2C2	FALSE	7	17	18	11	3	2	-1	TRUE	12	25906	TRUE	3	1	-2	5	25906	TRUE	12	25906	TRUE	2	25906
1322	kn_example_r_import_csv_messy_loop_force_all_string	FALSE	7	10	10	3	1	1	0	TRUE	2	15989	TRUE	1	1	0	2	15989	TRUE	2	15989	TRUE	2	15989
645	Challenge 14 - Removing Noise from Data	FALSE	6	12	12	6	1	0	-1	TRUE	2	2621	TRUE	1	0	-1	2	2621	TRUE	2	2621	TRUE	2	2621
1538	JKISeason2-25@obito_od	FALSE	6	16	18	12	1	1	0	TRUE	2	33153	TRUE	2	0	-2	2	33153	TRUE	2	33153	TRUE	2	33153
2946	A110_ZeroPointTuning	FALSE	6	18	18	12	1	1	0	TRUE	4	6590	TRUE	1	0	-1	3	6590	TRUE	3	6590	TRUE	2	6590
1775	KNIME-It-08-06	FALSE	6	12	12	6	2	1	-1	TRUE	2	5743	TRUE	2	0	-2	2	5743	TRUE	2	5743	TRUE	2	5743
646	Challenge 14 Removing Noise from Data	FALSE	6	10	10	4	1	0	-1	TRUE	2	2896	TRUE	1	1	0	2	2896	TRUE	2	2896	TRUE	2	2896
1737	Justknimeit-S2C29	FALSE	6	10	11	5	1	2	1	TRUE	5	32256	TRUE	1	1	0	3	32256	TRUE	7	32256	TRUE	3	32256
247	20230531 Pikairos JustKNIMEIt Season 2 Challenge 10 Calculating YTD and MTD for Restaurant Yummy	FALSE	6	11	11	5	1	0	-1	TRUE	2	4959	TRUE	0	1	1	2	4959	TRUE	2	4959	TRUE	2	4959
909	CSV - Import Complex Structure - KNIME Forum (76935)	FALSE	6	15	16	10	2	1	-1	TRUE	3	4767	TRUE	2	0	-2	3	4767	TRUE	3	4767	TRUE	2	4767
1659	Just Knime It 20	FALSE	6	13	12	6	2	1	-1	TRUE	2	10837	TRUE	1	1	0	2	10837	TRUE	2	10837	TRUE	2	10837
1690	Just KNIME It _ Challenge 018	FALSE	6	12	12	6	1	1	0	TRUE	4	27107	TRUE	1	1	0	3	27107	TRUE	3	27107	TRUE	2	27107
1634	Just KNIME it-2_Challenge-29_v1	FALSE	6	14	16	10	1	1	0	TRUE	5	81540	TRUE	2	1	-1	3	81540	TRUE	8	81540	TRUE	4	122310
1539	JKISeason2-25_sryu	FALSE	6	15	17	11	1	1	0	TRUE	2	21614	TRUE	1	0	-1	2	21614	TRUE	2	21614	TRUE	2	21614
1216	02a. Histogram and Bar Chart - solution	FALSE	5	13	13	8	1	0	-1	TRUE	2	8576	TRUE	0	1	1	2	8576	TRUE	2	8576	TRUE	2	8576
2268	03_Parameter_Optimization_Loop_on_Logit_with_CV	FALSE	5	11	11	6	1	1	0	TRUE	2	94588	TRUE	2	1	-1	2	94588	TRUE	2	94588	TRUE	2	94588
1428	HR Analytics	FALSE	5	12	13	8	1	1	0	TRUE	2	297937	TRUE	1	0	-1	2	297937	TRUE	2	297937	TRUE	2	297937
557	C27_Exploring World Cup Datasets	FALSE	5	18	19	14	3	5	2	TRUE	7	20641	TRUE	2	2	0	4	20641	TRUE	15	20641	TRUE	5	41282
2133	kn_forum_57544_python_missing_values	FALSE	5	11	11	6	1	1	0	TRUE	2	45160	TRUE	1	1	0	2	45160	TRUE	2	45160	TRUE	2	45160
313	311162_311171_Project 1	FALSE	5	11	12	7	1	0	-1	TRUE	3	27398	TRUE	1	0	-1	2	27398	TRUE	4	27398	TRUE	3	27398
601	Case5B-Implementing the 2SVCA Method for Telehealth Accessibility	FALSE	5	13	13	8	1	1	0	TRUE	2	30380	TRUE	1	1	0	2	30380	TRUE	2	30380	TRUE	2	30380
600	Case5A-Measuring Accessibility of Primary Care Physicians in Baton Rouge	FALSE	5	23	26	21	37	52	15	TRUE	23	2684451	TRUE	6	5	-1	6	2684451	TRUE	116	2684451	TRUE	7	2769437
1187	Exercise 1	FALSE	5	19	17	12	2	1	-1	TRUE	3	7695	TRUE	1	1	0	3	7695	TRUE	4	7695	TRUE	2	7695
307	311006_311045_Project 2	FALSE	5	16	19	14	2	2	0	TRUE	6	14353	TRUE	1	1	0	4	14353	TRUE	7	14353	TRUE	2	14353
374	2020_09_25_Adding_Cluster_Labels_k-Means_Custering	FALSE	5	11	12	7	1	1	0	TRUE	3	9753	TRUE	0	1	1	3	9753	TRUE	3	9753	TRUE	2	9753
352	8.2 Practical Machine Learning with R Churn Analysis (balanced with SMOTE)	FALSE	5	13	14	9	2	1	-1	TRUE	3	172294	TRUE	1	0	-1	3	172294	TRUE	4	172294	TRUE	2	172294
1707	justKnimeit-20	FALSE	4	10	10	6	1	0	-1	TRUE	2	9607	TRUE	1	1	0	2	9607	TRUE	2	9607	TRUE	2	9607
1048	Delete Last Row	FALSE	4	11	11	7	2	1	-1	TRUE	2	3477	TRUE	1	1	0	2	3477	TRUE	2	3477	TRUE	2	3477
2007	LAB 3 Part 6	FALSE	4	12	12	8	1	1	0	TRUE	2	7864	TRUE	3	1	-2	2	7864	TRUE	2	7864	TRUE	2	7864
1308	Fit India Analysis	FALSE	4	12	12	8	1	2	1	TRUE	2	25583	TRUE	1	1	0	2	25583	TRUE	2	25583	TRUE	2	25583
131	06 Data Export and Reporting - Solution	FALSE	4	12	12	8	2	1	-1	TRUE	2	8643	TRUE	2	1	-1	2	8643	TRUE	2	8643	TRUE	2	8643
989	16_Database_Structure_Manipulation	FALSE	4	11	13	9	3	5	2	TRUE	6	14426	TRUE	3	2	-1	4	14426	TRUE	14	14426	TRUE	3	14426
945	Lab 3 - Data Export and Reporting	FALSE	4	12	12	8	1	1	0	TRUE	2	8795	TRUE	1	1	0	2	8795	TRUE	2	8795	TRUE	2	8795
2596	Solution 5 (Line Plot)	FALSE	4	10	10	6	1	0	-1	TRUE	2	20096	TRUE	0	1	1	2	20096	TRUE	2	20096	TRUE	2	20096
944	06 Data Export and Reporting	FALSE	4	12	12	8	1	1	0	TRUE	2	8795	TRUE	1	0	-1	2	8795	TRUE	2	8795	TRUE	2	8795
162	11 - Project 3 - Reporting	FALSE	3	10	10	7	0	0	0	TRUE	2	5050	TRUE	1	1	0	2	5050	TRUE	2	5050	TRUE	2	5050
1823	KnimeIT_9	FALSE	3	13	14	11	1	1	0	TRUE	2	208201	TRUE	1	0	-1	2	208201	TRUE	2	208201	TRUE	2	208201
1022	Day5_Ash	FALSE	3	10	10	7	2	0	-2	TRUE	2	15724	TRUE	1	1	0	2	15724	TRUE	2	15724	TRUE	2	15724
591	CASE-SWITCH-EXAMPLE	FALSE	3	12	13	10	2	0	-2	TRUE	4	5232	TRUE	2	1	-1	3	5232	TRUE	3	5232	TRUE	2	5232
1527	JKISeason2-10_sryu_ver2	FALSE	3	11	12	9	2	3	1	TRUE	11	10276	TRUE	2	1	-1	3	47533	TRUE	12	10276	TRUE	2	10276
1839	KNIME_challenge17_solution	FALSE	3	20	22	19	2	3	1	TRUE	5	175363	TRUE	2	2	0	3	175363	TRUE	8	175363	TRUE	3	175363
363	ABC_Analysis_Coefficient_of_Variability_Approach	FALSE	3	13	13	10	1	1	0	TRUE	2	29407	TRUE	1	0	-1	2	29407	TRUE	2	29407	TRUE	2	29407
586	Car Analysis Cross Validation Un Analista Peruano Init	FALSE	2	22	22	20	1	1	0	TRUE	2	12632	TRUE	2	1	-1	2	12632	TRUE	2	12632	TRUE	2	12632
1623	Just Knime it-035	FALSE	2	10	10	8	2	1	-1	TRUE	2	38591	TRUE	2	0	-2	2	38591	TRUE	2	38591	TRUE	2	38591
26	01. Remote Workflow Execution	FALSE	2	11	12	10	3	36	33	TRUE	7	596969	TRUE	2	1	-1	4	596969	TRUE	7	596969	TRUE	2	596969
1519	JKI2_027_Exploring_World_Cup_Datasets	FALSE	0	12	12	12	2	1	-1	TRUE	3	16395	TRUE	2	0	-2	3	16395	TRUE	4	16395	TRUE	2	16395
